Column,id,title,publication,date
126984,189792,U.S. House Republican gun bill draws the ire of Democrats,Reuters,2016-07-02T00:00:00Z
127014,189859,"Donald Trump, Republican Party boost fundraising in June",Reuters,2016-07-07T00:00:00Z
127040,189894,Trump stars and spars with Republican lawmakers,Reuters,2016-07-07T00:00:00Z
127111,190013,Protesters keeping kids away from Cleveland Republican convention,Reuters,2016-07-14T00:00:00Z
127131,190046,"Fund-raising stalled, Republican convention asks Adelson for donation",Reuters,2016-07-16T00:00:00Z
127134,190051,U.S. shootings heighten security concerns at Republican convention,Reuters,2016-07-18T00:00:00Z
127188,190159,Exclusive: Billionaire Republican donors urge Kochs to back Trump,Reuters,2016-07-28T00:00:00Z
127224,190211,"In slap at Trump, some wealthy Republicans campaign for Clinton",Reuters,2016-08-04T00:00:00Z
127233,190232,Republican national security experts: Trump would be ’dangerous’ president,Reuters,2016-08-08T00:00:00Z
127245,190247,One-in-five U.S. Republicans want Trump to drop out: Reuters/Ipsos poll,Reuters,2016-08-10T00:00:00Z
127252,190257,Trump acknowledges tough fight in usually Republican Utah,Reuters,2016-08-11T00:00:00Z
127408,190509,Clinton touts ’American exceptionalism’ in appeal to Republicans,Reuters,2016-08-31T00:00:00Z
127410,190512,Trump’s immigration pitch falls flat with Republicans near the border,Reuters,2016-09-01T00:00:00Z
127765,191099,NRA gun rights group pours money into Republican U.S. Senate campaigns,Reuters,2016-10-07T00:00:00Z
127779,191139,U.S. Republicans in crisis over Trump’s vulgar video,Reuters,2016-10-10T00:00:00Z
127962,191521,"Rejecting Trump, Wall Street Republican donors scatter largesse",Reuters,2016-10-18T00:00:00Z
127963,191522,Trump sharpens ’rigged’ election allegations disputed by Republican lawyers,Reuters,2016-10-18T00:00:00Z
127994,191571,"North Carolina police probe arson, graffiti threat at Republican office",Reuters,2016-10-18T00:00:00Z
128023,191630,"Congressional Republicans want to talk Tehran, not Trump",Reuters,2016-10-18T00:00:00Z
128045,191662,Congressional race in Virginia shows Trump drag on Republicans,Reuters,2016-10-20T00:00:00Z
128084,191739,Half of Republicans would reject election result if Clinton wins: Reuters/Ipsos,Reuters,2016-10-22T00:00:00Z
128191,191960,Democrats ask judge to sanction Republicans over Trump,Reuters,2016-10-27T00:00:00Z
128192,191963,"More Republicans expect Clinton, rather than Trump, to win U.S. election",Reuters,2016-10-27T00:00:00Z
128205,191984,Republicans may be on verge of losing U.S. Senate majority: aides,Reuters,2016-10-26T00:00:00Z
128217,192006,Republican hold on U.S. state legislatures could slip in election,Reuters,2016-10-26T00:00:00Z
128391,192321,"Republicans look to seize on revived Clinton email issue in White House, Congress races",Reuters,2016-11-01T00:00:00Z
128558,192648,Republicans defend grip on U.S. Congress as Trump wins presidency,Reuters,2016-11-09T00:00:00Z
128571,192671,"Republicans gain governorships, but North Carolina up in the air",Reuters,2016-11-09T00:00:00Z
128581,192696,Fractured Republicans come together in face of Trump triumph,Reuters,2016-11-09T00:00:00Z
128613,192749,Republican foreign policy veterans in quandary over Trump,Reuters,2016-11-09T00:00:00Z
128691,192869,Some Republicans see attacking Obamacare through regulation,Reuters,2016-11-12T00:00:00Z
128703,192922,"Trump hires Republican insider, conservative firebrand for White House",Reuters,2016-11-14T00:00:00Z
128759,193035,Little-known Republican becomes Trump liaison in Congress,Reuters,2016-11-15T00:00:00Z
128783,193072,Republicans to U.S. securities regulator: Leave new rules to Trump,Reuters,2016-11-15T00:00:00Z
128982,193454,Democrats search for answers to stem a spreading Republican tide,Reuters,2016-11-23T00:00:00Z
128983,193455,"Willing to oppose Trump, some Senate Republicans gain leverage",Reuters,2016-11-22T00:00:00Z
129163,193833,Republicans aim to coax Trump toward House trade tax plan,Reuters,2016-11-30T00:00:00Z
129382,194214,U.S. Republicans quibble over effective date of Obamacare repeal,Reuters,2016-12-07T00:00:00Z
129391,194230,Koch Industries takes aim at House Republican tax reform plan,Reuters,2016-12-08T00:00:00Z
129512,194462,"Republican wins Senate runoff in Louisiana, giving party 52 seats",Reuters,2016-12-11T00:00:00Z
129513,194468,Senate Republican leader backs investigation into Russian hacking,Reuters,2016-12-13T00:00:00Z
129529,194492,SEC Chair White defies Republican requests to stall rulemaking,Reuters,2016-12-12T00:00:00Z
129593,194594,House Republicans accelerate efforts on tax reform bill,Reuters,2016-12-14T00:00:00Z
129669,194719,U.S. intelligence agencies feud with Republicans over Russian hacking,Reuters,2016-12-16T00:00:00Z
